Region,Suburb,Crime,Year,Quarter,Number,Rate
Inner South,Red Hill,Sexual Assault,2019,Q3,0,0.0
Inner South,Red Hill,Property Damage,2019,Q3,6,1.8703241895261844
Inner South,Red Hill,Other,2019,Q3,7,2.1820448877805485
Inner South,Red Hill,CINs,2019,Q3,0,0.0
Inner South,Red Hill,Homicide,2019,Q4,0,0.0
Inner South,Red Hill,Family Violence,2019,Q4,4,1.2468827930174562
Inner South,Red Hill,Assault,2019,Q4,0,0.0
Inner South,Red Hill,Sexual Assault,2019,Q4,0,0.0
Inner South,Red Hill,Property Damage,2019,Q4,6,1.8703241895261844
Inner South,Red Hill,Other,2019,Q4,10,3.1172069825436406
Inner South,Red Hill,CINs,2019,Q4,0,0.0
Inner South,Red Hill,Burglary,2019,Q1,3,0.9351620947630922
Inner South,Red Hill,Burglary,2019,Q2,2,0.6234413965087281
Inner South,Red Hill,Burglary,2019,Q3,2,0.6234413965087281
Inner South,Red Hill,Burglary,2019,Q4,4,1.2468827930174562
Inner South,Red Hill,Robbery,2019,Q1,0,0.0
Inner South,Red Hill,Robbery,2019,Q2,0,0.0
Inner South,Red Hill,Robbery,2019,Q3,0,0.0
Inner South,Red Hill,Robbery,2019,Q4,0,0.0
Inner South,Red Hill,Theft,2019,Q1,16,4.987531172069825
Inner South,Red Hill,Theft,2019,Q2,12,3.740648379052369
Inner South,Red Hill,Theft,2019,Q3,7,2.1820448877805485
Inner South,Red Hill,Theft,2019,Q4,19,5.922693266832917
Inner South,Red Hill,Other,2019,Q1,11,3.428927680798005
Inner South,Red Hill,Other,2019,Q2,14,4.364089775561097
Inner South,Red Hill,Other,2019,Q3,7,2.1820448877805485
Inner South,Red Hill,Other,2019,Q4,11,3.428927680798005
Inner South,Red Hill,TINs,2019,Q1,4,1.2468827930174562
Inner South,Red Hill,TINs,2019,Q2,14,4.364089775561097
Inner South,Red Hill,TINs,2019,Q3,5,1.5586034912718203
Inner South,Red Hill,TINs,2019,Q4,3,0.9351620947630922
Inner South,Red Hill,Homicide,2020,Q1,0,0.0
Inner South,Red Hill,Family Violence,2020,Q1,6,1.8791105543376134
Inner South,Red Hill,Assault,2020,Q1,0,0.0
Inner South,Red Hill,Sexual Assault,2020,Q1,1,0.31318509238960224
Inner South,Red Hill,Property Damage,2020,Q1,6,1.8791105543376134
Inner South,Red Hill,Other,2020,Q1,9,2.8186658315064204
Inner South,Red Hill,CINs,2020,Q1,0,0.0
Inner South,Red Hill,Homicide,2020,Q2,0,0.0
Inner South,Red Hill,Family Violence,2020,Q2,1,0.31318509238960224
Inner South,Red Hill,Assault,2020,Q2,0,0.0
Inner South,Red Hill,Sexual Assault,2020,Q2,1,0.31318509238960224
Inner South,Red Hill,Property Damage,2020,Q2,4,1.252740369558409
Inner South,Red Hill,Other,2020,Q2,17,5.324146570623238
Inner South,Red Hill,CINs,2020,Q2,0,0.0
Inner South,Red Hill,Homicide,2020,Q3,0,0.0
Inner South,Red Hill,Family Violence,2020,Q3,2,0.6263701847792045
Inner South,Red Hill,Assault,2020,Q3,1,0.31318509238960224
Inner South,Red Hill,Sexual Assault,2020,Q3,2,0.6263701847792045
Inner South,Red Hill,Property Damage,2020,Q3,8,2.505480739116818
Inner South,Red Hill,Other,2020,Q3,35,10.961478233636079
Inner South,Red Hill,CINs,2020,Q3,0,0.0
Inner South,Red Hill,Homicide,2020,Q4,0,0.0
Inner South,Red Hill,Family Violence,2020,Q4,1,0.31318509238960224
Inner South,Red Hill,Assault,2020,Q4,2,0.6263701847792045
Inner South,Red Hill,Sexual Assault,2020,Q4,2,0.6263701847792045
Inner South,Red Hill,Property Damage,2020,Q4,9,2.8186658315064204
Inner South,Red Hill,Other,2020,Q4,8,2.505480739116818
Inner South,Red Hill,CINs,2020,Q4,0,0.0
Inner South,Red Hill,Burglary,2020,Q1,6,1.8791105543376134
Inner South,Red Hill,Burglary,2020,Q2,7,2.192295646727216
Inner South,Red Hill,Burglary,2020,Q3,4,1.252740369558409
Inner South,Red Hill,Burglary,2020,Q4,3,0.9395552771688067
Inner South,Red Hill,Robbery,2020,Q1,0,0.0
Inner South,Red Hill,Robbery,2020,Q2,0,0.0
Inner South,Red Hill,Robbery,2020,Q3,0,0.0
Inner South,Red Hill,Robbery,2020,Q4,0,0.0
Inner South,Red Hill,Theft,2020,Q1,18,5.637331663012841
Inner South,Red Hill,Theft,2020,Q2,10,3.1318509238960224
Inner South,Red Hill,Theft,2020,Q3,18,5.637331663012841
Inner South,Red Hill,Theft,2020,Q4,9,2.8186658315064204
Inner South,Red Hill,Other,2020,Q1,9,2.8186658315064204
Inner South,Red Hill,Other,2020,Q2,17,5.324146570623238
Inner South,Red Hill,Other,2020,Q3,35,10.961478233636079
Inner South,Red Hill,Other,2020,Q4,8,2.505480739116818
Inner South,Red Hill,TINs,2020,Q1,6,1.8791105543376134
Inner South,Red Hill,TINs,2020,Q2,4,1.252740369558409
Inner South,Red Hill,TINs,2020,Q3,5,1.5659254619480112
Inner South,Red Hill,TINs,2020,Q4,9,2.8186658315064204
Inner South,Red Hill,Homicide,2021,Q1,0,0.0
Inner South,Red Hill,Family Violence,2021,Q1,0,0.0
Inner South,Red Hill,Assault,2021,Q1,0,0.0
Inner South,Red Hill,Sexual Assault,2021,Q1,0,0.0
Inner South,Red Hill,Property Damage,2021,Q1,5,1.59846547314578
Inner South,Red Hill,Other,2021,Q1,7,2.237851662404092
Inner South,Red Hill,CINs,2021,Q1,0,0.0
Inner South,Red Hill,Homicide,2021,Q2,0,0.0
Inner South,Red Hill,Family Violence,2021,Q2,5,1.59846547314578
Inner South,Red Hill,Assault,2021,Q2,0,0.0
Inner South,Red Hill,Sexual Assault,2021,Q2,1,0.319693094629156
Inner South,Red Hill,Property Damage,2021,Q2,11,3.516624040920716
Inner South,Red Hill,Other,2021,Q2,10,3.19693094629156
Inner South,Red Hill,CINs,2021,Q2,0,0.0
Inner South,Red Hill,Homicide,2021,Q3,0,0.0
Inner South,Red Hill,Family Violence,2021,Q3,0,0.0
Inner South,Red Hill,Assault,2021,Q3,2,0.639386189258312
Inner South,Red Hill,Sexual Assault,2021,Q3,1,0.319693094629156
Inner South,Red Hill,Property Damage,2021,Q3,2,0.639386189258312
Inner South,Red Hill,Other,2021,Q3,6,1.918158567774936
Inner South,Red Hill,CINs,2021,Q3,0,0.0
Inner South,Red Hill,Homicide,2021,Q4,0,0.0
Inner South,Red Hill,Family Violence,2021,Q4,1,0.319693094629156
Inner South,Red Hill,Assault,2021,Q4,2,0.639386189258312
Inner South,Red Hill,Sexual Assault,2021,Q4,0,0.0
Inner South,Red Hill,Property Damage,2021,Q4,4,1.278772378516624
Inner South,Red Hill,Other,2021,Q4,12,3.836317135549872
Inner South,Red Hill,CINs,2021,Q4,0,0.0
Inner South,Red Hill,Burglary,2021,Q1,2,0.639386189258312
Inner South,Red Hill,Burglary,2021,Q2,4,1.278772378516624
Inner South,Red Hill,Burglary,2021,Q3,3,0.959079283887468
Inner South,Red Hill,Burglary,2021,Q4,3,0.959079283887468
Inner South,Red Hill,Robbery,2021,Q1,0,0.0
Inner South,Red Hill,Robbery,2021,Q2,0,0.0
Inner South,Red Hill,Robbery,2021,Q3,0,0.0
Inner South,Red Hill,Robbery,2021,Q4,0,0.0
Inner South,Red Hill,Theft,2021,Q1,13,4.156010230179028
Inner South,Red Hill,Theft,2021,Q2,18,5.754475703324808
Inner South,Red Hill,Theft,2021,Q3,11,3.516624040920716
Inner South,Red Hill,Theft,2021,Q4,22,7.033248081841432
Inner South,Red Hill,Other,2021,Q1,7,2.237851662404092
Inner South,Red Hill,Other,2021,Q2,10,3.19693094629156
Inner South,Red Hill,Other,2021,Q3,6,1.918158567774936
Inner South,Red Hill,Other,2021,Q4,12,3.836317135549872
Inner South,Red Hill,TINs,2021,Q1,0,0.0
Inner South,Red Hill,TINs,2021,Q2,4,1.278772378516624
Inner South,Red Hill,TINs,2021,Q3,2,0.639386189258312
Inner South,Red Hill,TINs,2021,Q4,5,1.59846547314578
Inner South,Red Hill,Homicide,2022,Q1,0,0.0
Inner South,Red Hill,Family Violence,2022,Q1,2,0.6142506142506143
Inner South,Red Hill,Assault,2022,Q1,5,1.5356265356265357
Inner South,Red Hill,Sexual Assault,2022,Q1,1,0.30712530712530717
Inner South,Red Hill,Property Damage,2022,Q1,4,1.2285012285012287
Inner South,Red Hill,Other,2022,Q1,5,1.5356265356265357
Inner South,Red Hill,CINs,2022,Q1,0,0.0
Inner South,Red Hill,Homicide,2022,Q2,0,0.0
Inner South,Red Hill,Family Violence,2022,Q2,5,1.5356265356265357
Inner South,Red Hill,Assault,2022,Q2,0,0.0
Inner South,Red Hill,Sexual Assault,2022,Q2,0,0.0
Inner South,Red Hill,Property Damage,2022,Q2,2,0.6142506142506143
Inner South,Red Hill,Other,2022,Q2,5,1.5356265356265357
Inner South,Red Hill,CINs,2022,Q2,0,0.0
Inner South,Red Hill,Homicide,2022,Q3,0,0.0
Inner South,Red Hill,Family Violence,2022,Q3,6,1.8427518427518428
Inner South,Red Hill,Assault,2022,Q3,0,0.0
Inner South,Red Hill,Sexual Assault,2022,Q3,0,0.0
Inner South,Red Hill,Property Damage,2022,Q3,5,1.5356265356265357
Inner South,Red Hill,Other,2022,Q3,15,4.606879606879607
Inner South,Red Hill,CINs,2022,Q3,0,0.0
Inner South,Red Hill,Homicide,2022,Q4,0,0.0
Inner South,Red Hill,Family Violence,2022,Q4,1,0.30712530712530717
Inner South,Red Hill,Assault,2022,Q4,1,0.30712530712530717
Inner South,Red Hill,Sexual Assault,2022,Q4,0,0.0
Inner South,Red Hill,Property Damage,2022,Q4,7,2.14987714987715
Inner South,Red Hill,Other,2022,Q4,10,3.0712530712530715
Inner South,Red Hill,CINs,2022,Q4,0,0.0
Inner South,Red Hill,Burglary,2022,Q1,6,1.8427518427518428
Inner South,Red Hill,Burglary,2022,Q2,3,0.9213759213759214
Inner South,Red Hill,Burglary,2022,Q3,3,0.9213759213759214
Inner South,Red Hill,Burglary,2022,Q4,4,1.2285012285012287
Inner South,Red Hill,Robbery,2022,Q1,0,0.0
Inner South,Red Hill,Robbery,2022,Q2,0,0.0
Inner South,Red Hill,Robbery,2022,Q3,0,0.0
Inner South,Red Hill,Robbery,2022,Q4,0,0.0
Inner South,Red Hill,Theft,2022,Q1,10,3.0712530712530715
Inner South,Red Hill,Theft,2022,Q2,19,5.835380835380835
Inner South,Red Hill,Theft,2022,Q3,12,3.6855036855036856
Inner South,Red Hill,Theft,2022,Q4,7,2.14987714987715
Inner South,Red Hill,Other,2022,Q1,5,1.5356265356265357
Inner South,Red Hill,Other,2022,Q2,5,1.5356265356265357
Inner South,Red Hill,Other,2022,Q3,16,4.914004914004915
Inner South,Red Hill,Other,2022,Q4,10,3.0712530712530715
Inner South,Red Hill,TINs,2022,Q1,1,0.30712530712530717
Inner South,Red Hill,TINs,2022,Q2,2,0.6142506142506143
Inner South,Red Hill,TINs,2022,Q3,2,0.6142506142506143
Inner South,Red Hill,TINs,2022,Q4,1,0.30712530712530717
Inner South,Red Hill,Homicide,2023,Q1,0,0.0
Inner South,Red Hill,Family Violence,2023,Q1,3,0.8703220191470844
Inner South,Red Hill,Assault,2023,Q1,2,0.5802146794313896
Inner South,Red Hill,Sexual Assault,2023,Q1,1,0.2901073397156948
Inner South,Red Hill,Property Damage,2023,Q1,4,1.1604293588627792
Inner South,Red Hill,Other,2023,Q1,4,1.1604293588627792
Inner South,Red Hill,CINs,2023,Q1,0,0.0
Inner South,Red Hill,Homicide,2023,Q2,0,0.0
Inner South,Red Hill,Family Violence,2023,Q2,1,0.2901073397156948
Inner South,Red Hill,Assault,2023,Q2,1,0.2901073397156948
Inner South,Red Hill,Sexual Assault,2023,Q2,0,0.0
Inner South,Red Hill,Property Damage,2023,Q2,1,0.2901073397156948
Inner South,Red Hill,Other,2023,Q2,4,1.1604293588627792
Inner South,Red Hill,CINs,2023,Q2,0,0.0
Inner South,Red Hill,Homicide,2023,Q3,0,0.0
Inner South,Red Hill,Family Violence,2023,Q3,1,0.2901073397156948
Inner South,Red Hill,Assault,2023,Q3,2,0.5802146794313896
Inner South,Red Hill,Sexual Assault,2023,Q3,2,0.5802146794313896
Inner South,Red Hill,Property Damage,2023,Q3,0,0.0
Inner South,Red Hill,Other,2023,Q3,2,0.5802146794313896
Inner South,Red Hill,CINs,2023,Q3,0,0.0
Inner South,Red Hill,Homicide,2023,Q4,0,0.0
Inner South,Red Hill,Family Violence,2023,Q4,1,0.2901073397156948
Inner South,Red Hill,Assault,2023,Q4,2,0.5802146794313896
Inner South,Red Hill,Sexual Assault,2023,Q4,3,0.8703220191470844
Inner South,Red Hill,Property Damage,2023,Q4,5,1.450536698578474
Inner South,Red Hill,Other,2023,Q4,3,0.8703220191470844
Inner South,Red Hill,CINs,2023,Q4,0,0.0
Inner South,Red Hill,Burglary,2023,Q1,2,0.5802146794313896
Inner South,Red Hill,Burglary,2023,Q2,2,0.5802146794313896
Inner South,Red Hill,Burglary,2023,Q3,6,1.7406440382941688
Inner South,Red Hill,Burglary,2023,Q4,5,1.450536698578474
Inner South,Red Hill,Robbery,2023,Q1,1,0.2901073397156948
Inner South,Red Hill,Robbery,2023,Q2,0,0.0
Inner South,Red Hill,Robbery,2023,Q3,0,0.0
Inner South,Red Hill,Robbery,2023,Q4,0,0.0
Inner South,Red Hill,Theft,2023,Q1,10,2.901073397156948
Inner South,Red Hill,Theft,2023,Q2,2,0.5802146794313896
Inner South,Red Hill,Theft,2023,Q3,10,2.901073397156948
Inner South,Red Hill,Theft,2023,Q4,14,4.061502756019728
Inner South,Red Hill,Other,2023,Q1,4,1.1604293588627792
Inner South,Red Hill,Other,2023,Q2,4,1.1604293588627792
Inner South,Red Hill,Other,2023,Q3,2,0.5802146794313896
Inner South,Red Hill,Other,2023,Q4,3,0.8703220191470844
Inner South,Red Hill,TINs,2023,Q1,3,0.8703220191470844
Inner South,Red Hill,TINs,2023,Q2,6,1.7406440382941688
Inner South,Red Hill,TINs,2023,Q3,1,0.2901073397156948
Inner South,Red Hill,TINs,2023,Q4,3,0.8703220191470844
Inner South,Red Hill,Homicide,2024,Q1,0,0.0
Inner South,Red Hill,Family Violence,2024,Q1,0,0.0
Inner South,Red Hill,Assault,2024,Q1,4,1.117006422786931
Inner South,Red Hill,Sexual Assault,2024,Q1,0,0.0
Inner South,Red Hill,Property Damage,2024,Q1,3,0.8377548170901983
Inner South,Red Hill,Other,2024,Q1,4,1.117006422786931
Inner South,Red Hill,CINs,2024,Q1,0,0.0
Inner South,Red Hill,Homicide,2024,Q2,0,0.0
Inner South,Red Hill,Family Violence,2024,Q2,5,1.3962580284836639
Inner South,Red Hill,Assault,2024,Q2,2,0.5585032113934655
Inner South,Red Hill,Sexual Assault,2024,Q2,1,0.27925160569673274
Inner South,Red Hill,Property Damage,2024,Q2,2,0.5585032113934655
Inner South,Red Hill,Other,2024,Q2,3,0.8377548170901983
Inner South,Red Hill,CINs,2024,Q2,0,0.0
Inner South,Red Hill,Homicide,2024,Q3,0,0.0
Inner South,Red Hill,Family Violence,2024,Q3,0,0.0
Inner South,Red Hill,Assault,2024,Q3,2,0.5585032113934655
Inner South,Red Hill,Sexual Assault,2024,Q3,0,0.0
Inner South,Red Hill,Property Damage,2024,Q3,3,0.8377548170901983
Inner South,Red Hill,Other,2024,Q3,4,1.117006422786931
Inner South,Red Hill,CINs,2024,Q3,0,0.0
Inner South,Red Hill,Homicide,2024,Q4,0,0.0
Inner South,Red Hill,Family Violence,2024,Q4,3,0.8377548170901983
Inner South,Red Hill,Assault,2024,Q4,2,0.5585032113934655
Inner South,Red Hill,Sexual Assault,2024,Q4,1,0.27925160569673274
Inner South,Red Hill,Property Damage,2024,Q4,1,0.27925160569673274
Inner South,Red Hill,Other,2024,Q4,20,5.5850321139346555
Inner South,Red Hill,CINs,2024,Q4,0,0.0
Inner South,Red Hill,Burglary,2024,Q1,6,1.6755096341803966
Inner South,Red Hill,Burglary,2024,Q2,2,0.5585032113934655
Inner South,Red Hill,Burglary,2024,Q3,2,0.5585032113934655
Inner South,Red Hill,Burglary,2024,Q4,2,0.5585032113934655
Inner South,Red Hill,Robbery,2024,Q1,0,0.0
Inner South,Red Hill,Robbery,2024,Q2,0,0.0
Inner South,Red Hill,Robbery,2024,Q3,0,0.0
Inner South,Red Hill,Robbery,2024,Q4,0,0.0
Inner South,Red Hill,Theft,2024,Q1,10,2.7925160569673277
Inner South,Red Hill,Theft,2024,Q2,5,1.3962580284836639
Inner South,Red Hill,Theft,2024,Q3,0,0.0
Inner South,Red Hill,Theft,2024,Q4,4,1.117006422786931
Inner South,Red Hill,Other,2024,Q1,4,1.117006422786931
Inner South,Red Hill,Other,2024,Q2,5,1.3962580284836639
Inner South,Red Hill,Other,2024,Q3,4,1.117006422786931
Inner South,Red Hill,Other,2024,Q4,20,5.5850321139346555
Inner South,Red Hill,TINs,2024,Q1,3,0.8377548170901983
Inner South,Red Hill,TINs,2024,Q2,4,1.117006422786931
Inner South,Red Hill,TINs,2024,Q3,4,1.117006422786931
Inner South,Red Hill,TINs,2024,Q4,9,2.5132644512705946
Inner South,Red Hill,Homicide,2025,Q1,0,0.0
Inner South,Red Hill,Family Violence,2025,Q1,0,0.0
Inner South,Red Hill,Assault,2025,Q1,3,0.8289582757667864
Inner South,Red Hill,Sexual Assault,2025,Q1,2,0.5526388505111909
Inner South,Red Hill,Property Damage,2025,Q1,1,0.27631942525559544
Inner South,Red Hill,Other,2025,Q1,4,1.1052777010223818
Inner South,Red Hill,CINs,2025,Q1,0,0.0
Inner South,Red Hill,Homicide,2025,Q2,0,0.0
Inner South,Red Hill,Family Violence,2025,Q2,1,0.27631942525559544
Inner South,Red Hill,Assault,2025,Q2,0,0.0
Inner South,Red Hill,Sexual Assault,2025,Q2,0,0.0
Inner South,Red Hill,Property Damage,2025,Q2,1,0.27631942525559544
Inner South,Red Hill,Other,2025,Q2,2,0.5526388505111909
Inner South,Red Hill,CINs,2025,Q2,0,0.0
Inner South,Red Hill,Burglary,2025,Q1,12,3.3158331030671455
Inner South,Red Hill,Burglary,2025,Q2,2,0.5526388505111909
Inner South,Red Hill,Robbery,2025,Q1,0,0.0
Inner South,Red Hill,Robbery,2025,Q2,0,0.0
Inner South,Red Hill,Theft,2025,Q1,11,3.03951367781155
Inner South,Red Hill,Theft,2025,Q2,3,0.8289582757667864
Inner South,Red Hill,Other,2025,Q1,4,1.1052777010223818
Inner South,Red Hill,Other,2025,Q2,3,0.8289582757667864
Inner South,Red Hill,TINs,2025,Q1,7,1.9342359767891681
Inner South,Red Hill,TINs,2025,Q2,11,3.03951367781155
Inner South,Yarralumla,Homicide,2014,Q1,0,0.0
Inner South,Yarralumla,Family Violence,2014,Q1,0,0.0
Inner South,Yarralumla,Assault,2014,Q1,2,0.6686726847208291
Inner South,Yarralumla,Sexual Assault,2014,Q1,0,0.0
Inner South,Yarralumla,Property Damage,2014,Q1,14,4.680708793045804
Inner South,Yarralumla,Other,2014,Q1,21,7.0210631895687055
Inner South,Yarralumla,CINs,2014,Q1,0,0.0
Inner South,Yarralumla,Homicide,2014,Q2,0,0.0
Inner South,Yarralumla,Family Violence,2014,Q2,1,0.33433634236041454
Inner South,Yarralumla,Assault,2014,Q2,1,0.33433634236041454
Inner South,Yarralumla,Sexual Assault,2014,Q2,2,0.6686726847208291
Inner South,Yarralumla,Property Damage,2014,Q2,5,1.6716817118020728
Inner South,Yarralumla,Other,2014,Q2,15,5.015045135406218
Inner South,Yarralumla,CINs,2014,Q2,0,0.0
Inner South,Yarralumla,Homicide,2014,Q3,0,0.0
Inner South,Yarralumla,Family Violence,2014,Q3,2,0.6686726847208291
Inner South,Yarralumla,Assault,2014,Q3,0,0.0
Inner South,Yarralumla,Sexual Assault,2014,Q3,0,0.0
Inner South,Yarralumla,Property Damage,2014,Q3,6,2.0060180541624875
Inner South,Yarralumla,Other,2014,Q3,20,6.686726847208291
Inner South,Yarralumla,CINs,2014,Q3,0,0.0
Inner South,Yarralumla,Homicide,2014,Q4,0,0.0
Inner South,Yarralumla,Family Violence,2014,Q4,0,0.0
Inner South,Yarralumla,Assault,2014,Q4,0,0.0
Inner South,Yarralumla,Sexual Assault,2014,Q4,0,0.0
Inner South,Yarralumla,Property Damage,2014,Q4,25,8.358408559010364
Inner South,Yarralumla,Other,2014,Q4,6,2.0060180541624875
Inner South,Yarralumla,CINs,2014,Q4,0,0.0
Inner South,Yarralumla,Burglary,2014,Q1,3,1.0030090270812437
Inner South,Yarralumla,Burglary,2014,Q2,4,1.3373453694416582
Inner South,Yarralumla,Burglary,2014,Q3,0,0.0
Inner South,Yarralumla,Burglary,2014,Q4,5,1.6716817118020728
Inner South,Yarralumla,Robbery,2014,Q1,0,0.0
Inner South,Yarralumla,Robbery,2014,Q2,0,0.0
Inner South,Yarralumla,Robbery,2014,Q3,0,0.0
Inner South,Yarralumla,Robbery,2014,Q4,0,0.0
Inner South,Yarralumla,Theft,2014,Q1,9,3.009027081243731
Inner South,Yarralumla,Theft,2014,Q2,12,4.012036108324975
Inner South,Yarralumla,Theft,2014,Q3,12,4.012036108324975
Inner South,Yarralumla,Theft,2014,Q4,20,6.686726847208291
Inner South,Yarralumla,Other,2014,Q1,21,7.0210631895687055
Inner South,Yarralumla,Other,2014,Q2,15,5.015045135406218
Inner South,Yarralumla,Other,2014,Q3,20,6.686726847208291
Inner South,Yarralumla,Other,2014,Q4,6,2.0060180541624875
Inner South,Yarralumla,TINs,2014,Q1,47,15.713808090939484
Inner South,Yarralumla,TINs,2014,Q2,49,16.382480775660312
Inner South,Yarralumla,TINs,2014,Q3,49,16.382480775660312
Inner South,Yarralumla,TINs,2014,Q4,27,9.027081243731192
Inner South,Yarralumla,Homicide,2015,Q1,0,0.0
Inner South,Yarralumla,Family Violence,2015,Q1,1,0.33344448149383127
Inner South,Yarralumla,Assault,2015,Q1,0,0.0
Inner South,Yarralumla,Sexual Assault,2015,Q1,0,0.0
Inner South,Yarralumla,Property Damage,2015,Q1,11,3.667889296432144
Inner South,Yarralumla,Other,2015,Q1,31,10.336778926308769
Inner South,Yarralumla,CINs,2015,Q1,0,0.0
Inner South,Yarralumla,Homicide,2015,Q2,0,0.0
Inner South,Yarralumla,Family Violence,2015,Q2,0,0.0
Inner South,Yarralumla,Assault,2015,Q2,1,0.33344448149383127
Inner South,Yarralumla,Sexual Assault,2015,Q2,0,0.0
Inner South,Yarralumla,Property Damage,2015,Q2,21,7.002334111370456
Inner South,Yarralumla,Other,2015,Q2,19,6.335445148382794
Inner South,Yarralumla,CINs,2015,Q2,0,0.0
Inner South,Yarralumla,Homicide,2015,Q3,0,0.0
Inner South,Yarralumla,Family Violence,2015,Q3,0,0.0
Inner South,Yarralumla,Assault,2015,Q3,0,0.0
Inner South,Yarralumla,Sexual Assault,2015,Q3,0,0.0
Inner South,Yarralumla,Property Damage,2015,Q3,13,4.3347782594198065
Inner South,Yarralumla,Other,2015,Q3,9,3.0010003334444812
Inner South,Yarralumla,CINs,2015,Q3,0,0.0
Inner South,Yarralumla,Homicide,2015,Q4,0,0.0
Inner South,Yarralumla,Family Violence,2015,Q4,1,0.33344448149383127
Inner South,Yarralumla,Assault,2015,Q4,2,0.6668889629876625
Inner South,Yarralumla,Sexual Assault,2015,Q4,0,0.0
Inner South,Yarralumla,Property Damage,2015,Q4,14,4.668222740913638
Inner South,Yarralumla,Other,2015,Q4,11,3.667889296432144
Inner South,Yarralumla,CINs,2015,Q4,0,0.0
Inner South,Yarralumla,Burglary,2015,Q1,2,0.6668889629876625
Inner South,Yarralumla,Burglary,2015,Q2,4,1.333777925975325
Inner South,Yarralumla,Burglary,2015,Q3,2,0.6668889629876625
Inner South,Yarralumla,Burglary,2015,Q4,3,1.0003334444814937
Inner South,Yarralumla,Robbery,2015,Q1,0,0.0
Inner South,Yarralumla,Robbery,2015,Q2,0,0.0
Inner South,Yarralumla,Robbery,2015,Q3,0,0.0
Inner South,Yarralumla,Robbery,2015,Q4,0,0.0
Inner South,Yarralumla,Theft,2015,Q1,25,8.336112037345782
Inner South,Yarralumla,Theft,2015,Q2,23,7.669223074358119
Inner South,Yarralumla,Theft,2015,Q3,17,5.668556185395132
Inner South,Yarralumla,Theft,2015,Q4,21,7.002334111370456
Inner South,Yarralumla,Other,2015,Q1,32,10.6702234078026
Inner South,Yarralumla,Other,2015,Q2,19,6.335445148382794
Inner South,Yarralumla,Other,2015,Q3,9,3.0010003334444812
Inner South,Yarralumla,Other,2015,Q4,11,3.667889296432144
Inner South,Yarralumla,TINs,2015,Q1,25,8.336112037345782
Inner South,Yarralumla,TINs,2015,Q2,59,19.673224408136043
Inner South,Yarralumla,TINs,2015,Q3,47,15.67189063021007
Inner South,Yarralumla,TINs,2015,Q4,30,10.003334444814937
Inner South,Yarralumla,Homicide,2016,Q1,0,0.0
Inner South,Yarralumla,Family Violence,2016,Q1,1,0.3304692663582287
Inner South,Yarralumla,Assault,2016,Q1,1,0.3304692663582287
Inner South,Yarralumla,Sexual Assault,2016,Q1,0,0.0
Inner South,Yarralumla,Property Damage,2016,Q1,10,3.304692663582287
Inner South,Yarralumla,Other,2016,Q1,19,6.2789160608063455
Inner South,Yarralumla,CINs,2016,Q1,0,0.0
Inner South,Yarralumla,Homicide,2016,Q2,0,0.0
Inner South,Yarralumla,Family Violence,2016,Q2,4,1.3218770654329148
Inner South,Yarralumla,Assault,2016,Q2,0,0.0
Inner South,Yarralumla,Sexual Assault,2016,Q2,0,0.0
Inner South,Yarralumla,Property Damage,2016,Q2,18,5.948446794448117
Inner South,Yarralumla,Other,2016,Q2,25,8.261731658955718
Inner South,Yarralumla,CINs,2016,Q2,0,0.0
Inner South,Yarralumla,Homicide,2016,Q3,0,0.0
Inner South,Yarralumla,Family Violence,2016,Q3,0,0.0
Inner South,Yarralumla,Assault,2016,Q3,0,0.0
Inner South,Yarralumla,Sexual Assault,2016,Q3,0,0.0
Inner South,Yarralumla,Property Damage,2016,Q3,3,0.9914077990746861
Inner South,Yarralumla,Other,2016,Q3,8,2.6437541308658297
Inner South,Yarralumla,CINs,2016,Q3,0,0.0
Inner South,Yarralumla,Homicide,2016,Q4,0,0.0
Inner South,Yarralumla,Family Violence,2016,Q4,0,0.0
Inner South,Yarralumla,Assault,2016,Q4,0,0.0
Inner South,Yarralumla,Sexual Assault,2016,Q4,1,0.3304692663582287
Inner South,Yarralumla,Property Damage,2016,Q4,10,3.304692663582287
Inner South,Yarralumla,Other,2016,Q4,7,2.313284864507601
Inner South,Yarralumla,CINs,2016,Q4,0,0.0
Inner South,Yarralumla,Burglary,2016,Q1,3,0.9914077990746861
Inner South,Yarralumla,Burglary,2016,Q2,4,1.3218770654329148
Inner South,Yarralumla,Burglary,2016,Q3,6,1.9828155981493722
Inner South,Yarralumla,Burglary,2016,Q4,8,2.6437541308658297
Inner South,Yarralumla,Robbery,2016,Q1,0,0.0
Inner South,Yarralumla,Robbery,2016,Q2,0,0.0
Inner South,Yarralumla,Robbery,2016,Q3,0,0.0
Inner South,Yarralumla,Robbery,2016,Q4,0,0.0
Inner South,Yarralumla,Theft,2016,Q1,16,5.287508261731659
Inner South,Yarralumla,Theft,2016,Q2,17,5.617977528089888
Inner South,Yarralumla,Theft,2016,Q3,18,5.948446794448117
Inner South,Yarralumla,Theft,2016,Q4,26,8.592200925313946
Inner South,Yarralumla,Other,2016,Q1,20,6.609385327164574
Inner South,Yarralumla,Other,2016,Q2,26,8.592200925313946
Inner South,Yarralumla,Other,2016,Q3,8,2.6437541308658297
Inner South,Yarralumla,Other,2016,Q4,7,2.313284864507601
Inner South,Yarralumla,TINs,2016,Q1,26,8.592200925313946
