Region,Suburb,Crime,Year,Quarter,Number
Tuggeranong,Gowrie,Other,2020,Q1,26
Tuggeranong,Gowrie,Other,2020,Q2,38
Tuggeranong,Gowrie,Other,2020,Q3,28
Tuggeranong,Gowrie,Other,2020,Q4,32
Tuggeranong,Gowrie,Other,2021,Q1,24
Tuggeranong,Gowrie,Other,2021,Q2,23
Tuggeranong,Gowrie,Other,2021,Q3,21
Tuggeranong,Gowrie,Other,2021,Q4,10
Tuggeranong,Gowrie,Other,2022,Q1,13
Tuggeranong,Gowrie,Other,2022,Q2,16
Tuggeranong,Gowrie,Other,2022,Q3,23
Tuggeranong,Gowrie,Other,2022,Q4,16
Tuggeranong,Gowrie,Other,2023,Q1,5
Tuggeranong,Gowrie,Other,2023,Q2,12
Tuggeranong,Gowrie,Other,2023,Q3,10
Tuggeranong,Gowrie,Other,2023,Q4,6
Tuggeranong,Gowrie,Other,2024,Q1,6
Tuggeranong,Gowrie,Other,2024,Q2,9
Tuggeranong,Gowrie,Other,2024,Q3,16
Tuggeranong,Gowrie,Other,2024,Q4,18
Tuggeranong,Gowrie,Other,2025,Q1,11
Tuggeranong,Gowrie,Other,2025,Q2,15
Tuggeranong,Greenway,Other,2014,Q1,59
Tuggeranong,Greenway,Other,2014,Q2,51
Tuggeranong,Greenway,Other,2014,Q3,180
Tuggeranong,Greenway,Other,2014,Q4,81
Tuggeranong,Greenway,Other,2015,Q1,82
Tuggeranong,Greenway,Other,2015,Q2,53
Tuggeranong,Greenway,Other,2015,Q3,85
Tuggeranong,Greenway,Other,2015,Q4,65
Tuggeranong,Greenway,Other,2016,Q1,80
Tuggeranong,Greenway,Other,2016,Q2,71
Tuggeranong,Greenway,Other,2016,Q3,88
Tuggeranong,Greenway,Other,2016,Q4,82
Tuggeranong,Greenway,Other,2017,Q1,95
Tuggeranong,Greenway,Other,2017,Q2,110
Tuggeranong,Greenway,Other,2017,Q3,91
Tuggeranong,Greenway,Other,2017,Q4,73
Tuggeranong,Greenway,Other,2018,Q1,91
Tuggeranong,Greenway,Other,2018,Q2,194
Tuggeranong,Greenway,Other,2018,Q3,135
Tuggeranong,Greenway,Other,2018,Q4,97
Tuggeranong,Greenway,Other,2019,Q1,80
Tuggeranong,Greenway,Other,2019,Q2,101
Tuggeranong,Greenway,Other,2019,Q3,83
Tuggeranong,Greenway,Other,2019,Q4,175
Tuggeranong,Greenway,Other,2020,Q1,127
Tuggeranong,Greenway,Other,2020,Q2,106
Tuggeranong,Greenway,Other,2020,Q3,77
Tuggeranong,Greenway,Other,2020,Q4,83
Tuggeranong,Greenway,Other,2021,Q1,74
Tuggeranong,Greenway,Other,2021,Q2,91
Tuggeranong,Greenway,Other,2021,Q3,45
Tuggeranong,Greenway,Other,2021,Q4,109
Tuggeranong,Greenway,Other,2022,Q1,78
Tuggeranong,Greenway,Other,2022,Q2,54
Tuggeranong,Greenway,Other,2022,Q3,86
Tuggeranong,Greenway,Other,2022,Q4,90
Tuggeranong,Greenway,Other,2023,Q1,93
Tuggeranong,Greenway,Other,2023,Q2,79
Tuggeranong,Greenway,Other,2023,Q3,119
Tuggeranong,Greenway,Other,2023,Q4,68
Tuggeranong,Greenway,Other,2024,Q1,66
Tuggeranong,Greenway,Other,2024,Q2,93
Tuggeranong,Greenway,Other,2024,Q3,86
Tuggeranong,Greenway,Other,2024,Q4,113
Tuggeranong,Greenway,Other,2025,Q1,99
Tuggeranong,Greenway,Other,2025,Q2,72
Tuggeranong,Isabella Plains,Other,2014,Q1,12
Tuggeranong,Isabella Plains,Other,2014,Q2,38
Tuggeranong,Isabella Plains,Other,2014,Q3,15
Tuggeranong,Isabella Plains,Other,2014,Q4,17
Tuggeranong,Isabella Plains,Other,2015,Q1,19
Tuggeranong,Isabella Plains,Other,2015,Q2,22
Tuggeranong,Isabella Plains,Other,2015,Q3,11
Tuggeranong,Isabella Plains,Other,2015,Q4,17
Tuggeranong,Isabella Plains,Other,2016,Q1,14
Tuggeranong,Isabella Plains,Other,2016,Q2,17
Tuggeranong,Isabella Plains,Other,2016,Q3,16
Tuggeranong,Isabella Plains,Other,2016,Q4,20
Tuggeranong,Isabella Plains,Other,2017,Q1,24
Tuggeranong,Isabella Plains,Other,2017,Q2,44
Tuggeranong,Isabella Plains,Other,2017,Q3,25
Tuggeranong,Isabella Plains,Other,2017,Q4,16
Tuggeranong,Isabella Plains,Other,2018,Q1,23
Tuggeranong,Isabella Plains,Other,2018,Q2,27
Tuggeranong,Isabella Plains,Other,2018,Q3,33
Tuggeranong,Isabella Plains,Other,2018,Q4,36
Tuggeranong,Isabella Plains,Other,2019,Q1,24
Tuggeranong,Isabella Plains,Other,2019,Q2,19
Tuggeranong,Isabella Plains,Other,2019,Q3,26
Tuggeranong,Isabella Plains,Other,2019,Q4,38
Tuggeranong,Isabella Plains,Other,2020,Q1,26
Tuggeranong,Isabella Plains,Other,2020,Q2,33
Tuggeranong,Isabella Plains,Other,2020,Q3,27
Tuggeranong,Isabella Plains,Other,2020,Q4,14
Tuggeranong,Isabella Plains,Other,2021,Q1,18
Tuggeranong,Isabella Plains,Other,2021,Q2,23
Tuggeranong,Isabella Plains,Other,2021,Q3,10
Tuggeranong,Isabella Plains,Other,2021,Q4,15
Tuggeranong,Isabella Plains,Other,2022,Q1,13
Tuggeranong,Isabella Plains,Other,2022,Q2,21
Tuggeranong,Isabella Plains,Other,2022,Q3,13
Tuggeranong,Isabella Plains,Other,2022,Q4,13
Tuggeranong,Isabella Plains,Other,2023,Q1,39
Tuggeranong,Isabella Plains,Other,2023,Q2,19
Tuggeranong,Isabella Plains,Other,2023,Q3,21
Tuggeranong,Isabella Plains,Other,2023,Q4,36
Tuggeranong,Isabella Plains,Other,2024,Q1,24
Tuggeranong,Isabella Plains,Other,2024,Q2,26
Tuggeranong,Isabella Plains,Other,2024,Q3,12
Tuggeranong,Isabella Plains,Other,2024,Q4,19
Tuggeranong,Isabella Plains,Other,2025,Q1,14
Tuggeranong,Isabella Plains,Other,2025,Q2,15
Tuggeranong,Kambah,Other,2014,Q1,58
Tuggeranong,Kambah,Other,2014,Q2,55
Tuggeranong,Kambah,Other,2014,Q3,84
Tuggeranong,Kambah,Other,2014,Q4,72
Tuggeranong,Kambah,Other,2015,Q1,205
Tuggeranong,Kambah,Other,2015,Q2,123
Tuggeranong,Kambah,Other,2015,Q3,101
Tuggeranong,Kambah,Other,2015,Q4,78
Tuggeranong,Kambah,Other,2016,Q1,69
Tuggeranong,Kambah,Other,2016,Q2,99
Tuggeranong,Kambah,Other,2016,Q3,114
Tuggeranong,Kambah,Other,2016,Q4,88
Tuggeranong,Kambah,Other,2017,Q1,129
Tuggeranong,Kambah,Other,2017,Q2,168
Tuggeranong,Kambah,Other,2017,Q3,170
Tuggeranong,Kambah,Other,2017,Q4,128
Tuggeranong,Kambah,Other,2018,Q1,83
Tuggeranong,Kambah,Other,2018,Q2,124
Tuggeranong,Kambah,Other,2018,Q3,142
Tuggeranong,Kambah,Other,2018,Q4,148
Tuggeranong,Kambah,Other,2019,Q1,173
Tuggeranong,Kambah,Other,2019,Q2,125
Tuggeranong,Kambah,Other,2019,Q3,132
Tuggeranong,Kambah,Other,2019,Q4,132
Tuggeranong,Kambah,Other,2020,Q1,118
Tuggeranong,Kambah,Other,2020,Q2,107
Tuggeranong,Kambah,Other,2020,Q3,82
Tuggeranong,Kambah,Other,2020,Q4,128
Tuggeranong,Kambah,Other,2021,Q1,78
Tuggeranong,Kambah,Other,2021,Q2,74
Tuggeranong,Kambah,Other,2021,Q3,66
Tuggeranong,Kambah,Other,2021,Q4,64
Tuggeranong,Kambah,Other,2022,Q1,55
Tuggeranong,Kambah,Other,2022,Q2,69
Tuggeranong,Kambah,Other,2022,Q3,74
Tuggeranong,Kambah,Other,2022,Q4,93
Tuggeranong,Kambah,Other,2023,Q1,56
Tuggeranong,Kambah,Other,2023,Q2,75
Tuggeranong,Kambah,Other,2023,Q3,68
Tuggeranong,Kambah,Other,2023,Q4,71
Tuggeranong,Kambah,Other,2024,Q1,55
Tuggeranong,Kambah,Other,2024,Q2,55
Tuggeranong,Kambah,Other,2024,Q3,56
Tuggeranong,Kambah,Other,2024,Q4,80
Tuggeranong,Kambah,Other,2025,Q1,68
Tuggeranong,Kambah,Other,2025,Q2,50
Tuggeranong,Macarthur,Other,2014,Q1,6
Tuggeranong,Macarthur,Other,2014,Q2,1
Tuggeranong,Macarthur,Other,2014,Q3,2
Tuggeranong,Macarthur,Other,2014,Q4,5
Tuggeranong,Macarthur,Other,2015,Q1,0
Tuggeranong,Macarthur,Other,2015,Q2,5
Tuggeranong,Macarthur,Other,2015,Q3,2
Tuggeranong,Macarthur,Other,2015,Q4,2
Tuggeranong,Macarthur,Other,2016,Q1,1
Tuggeranong,Macarthur,Other,2016,Q2,8
Tuggeranong,Macarthur,Other,2016,Q3,6
Tuggeranong,Macarthur,Other,2016,Q4,6
Tuggeranong,Macarthur,Other,2017,Q1,1
Tuggeranong,Macarthur,Other,2017,Q2,3
Tuggeranong,Macarthur,Other,2017,Q3,2
Tuggeranong,Macarthur,Other,2017,Q4,1
Tuggeranong,Macarthur,Other,2018,Q1,2
Tuggeranong,Macarthur,Other,2018,Q2,3
Tuggeranong,Macarthur,Other,2018,Q3,3
Tuggeranong,Macarthur,Other,2018,Q4,0
Tuggeranong,Macarthur,Other,2019,Q1,6
Tuggeranong,Macarthur,Other,2019,Q2,14
Tuggeranong,Macarthur,Other,2019,Q3,3
Tuggeranong,Macarthur,Other,2019,Q4,2
Tuggeranong,Macarthur,Other,2020,Q1,5
Tuggeranong,Macarthur,Other,2020,Q2,1
Tuggeranong,Macarthur,Other,2020,Q3,0
Tuggeranong,Macarthur,Other,2020,Q4,0
Tuggeranong,Macarthur,Other,2021,Q1,1
Tuggeranong,Macarthur,Other,2021,Q2,1
Tuggeranong,Macarthur,Other,2021,Q3,6
Tuggeranong,Macarthur,Other,2021,Q4,3
Tuggeranong,Macarthur,Other,2022,Q1,0
Tuggeranong,Macarthur,Other,2022,Q2,0
Tuggeranong,Macarthur,Other,2022,Q3,1
Tuggeranong,Macarthur,Other,2022,Q4,1
Tuggeranong,Macarthur,Other,2023,Q1,1
Tuggeranong,Macarthur,Other,2023,Q2,1
Tuggeranong,Macarthur,Other,2023,Q3,1
Tuggeranong,Macarthur,Other,2023,Q4,1
Tuggeranong,Macarthur,Other,2024,Q1,2
Tuggeranong,Macarthur,Other,2024,Q2,3
Tuggeranong,Macarthur,Other,2024,Q3,1
Tuggeranong,Macarthur,Other,2024,Q4,0
Tuggeranong,Macarthur,Other,2025,Q1,0
Tuggeranong,Macarthur,Other,2025,Q2,0
Tuggeranong,Monash,Other,2014,Q1,23
Tuggeranong,Monash,Other,2014,Q2,18
Tuggeranong,Monash,Other,2014,Q3,10
Tuggeranong,Monash,Other,2014,Q4,21
Tuggeranong,Monash,Other,2015,Q1,28
Tuggeranong,Monash,Other,2015,Q2,22
Tuggeranong,Monash,Other,2015,Q3,22
Tuggeranong,Monash,Other,2015,Q4,29
Tuggeranong,Monash,Other,2016,Q1,20
Tuggeranong,Monash,Other,2016,Q2,17
Tuggeranong,Monash,Other,2016,Q3,22
Tuggeranong,Monash,Other,2016,Q4,7
Tuggeranong,Monash,Other,2017,Q1,12
Tuggeranong,Monash,Other,2017,Q2,20
Tuggeranong,Monash,Other,2017,Q3,12
Tuggeranong,Monash,Other,2017,Q4,29
Tuggeranong,Monash,Other,2018,Q1,20
Tuggeranong,Monash,Other,2018,Q2,4
Tuggeranong,Monash,Other,2018,Q3,19
Tuggeranong,Monash,Other,2018,Q4,24
Tuggeranong,Monash,Other,2019,Q1,13
Tuggeranong,Monash,Other,2019,Q2,20
Tuggeranong,Monash,Other,2019,Q3,27
Tuggeranong,Monash,Other,2019,Q4,19
Tuggeranong,Monash,Other,2020,Q1,26
Tuggeranong,Monash,Other,2020,Q2,42
Tuggeranong,Monash,Other,2020,Q3,29
Tuggeranong,Monash,Other,2020,Q4,16
Tuggeranong,Monash,Other,2021,Q1,39
Tuggeranong,Monash,Other,2021,Q2,17
Tuggeranong,Monash,Other,2021,Q3,17
Tuggeranong,Monash,Other,2021,Q4,19
Tuggeranong,Monash,Other,2022,Q1,16
Tuggeranong,Monash,Other,2022,Q2,36
Tuggeranong,Monash,Other,2022,Q3,25
Tuggeranong,Monash,Other,2022,Q4,13
Tuggeranong,Monash,Other,2023,Q1,23
Tuggeranong,Monash,Other,2023,Q2,25
Tuggeranong,Monash,Other,2023,Q3,30
Tuggeranong,Monash,Other,2023,Q4,39
Tuggeranong,Monash,Other,2024,Q1,7
Tuggeranong,Monash,Other,2024,Q2,22
Tuggeranong,Monash,Other,2024,Q3,7
Tuggeranong,Monash,Other,2024,Q4,28
Tuggeranong,Monash,Other,2025,Q1,14
Tuggeranong,Monash,Other,2025,Q2,20
Tuggeranong,Oxley,Other,2014,Q1,2
Tuggeranong,Oxley,Other,2014,Q2,10
Tuggeranong,Oxley,Other,2014,Q3,6
Tuggeranong,Oxley,Other,2014,Q4,13
Tuggeranong,Oxley,Other,2015,Q1,2
Tuggeranong,Oxley,Other,2015,Q2,5
Tuggeranong,Oxley,Other,2015,Q3,7
Tuggeranong,Oxley,Other,2015,Q4,6
Tuggeranong,Oxley,Other,2016,Q1,12
Tuggeranong,Oxley,Other,2016,Q2,11
Tuggeranong,Oxley,Other,2016,Q3,12
Tuggeranong,Oxley,Other,2016,Q4,11
Tuggeranong,Oxley,Other,2017,Q1,5
Tuggeranong,Oxley,Other,2017,Q2,15
Tuggeranong,Oxley,Other,2017,Q3,9
Tuggeranong,Oxley,Other,2017,Q4,8
Tuggeranong,Oxley,Other,2018,Q1,3
Tuggeranong,Oxley,Other,2018,Q2,20
Tuggeranong,Oxley,Other,2018,Q3,10
Tuggeranong,Oxley,Other,2018,Q4,18
Tuggeranong,Oxley,Other,2019,Q1,11
Tuggeranong,Oxley,Other,2019,Q2,6
Tuggeranong,Oxley,Other,2019,Q3,5
Tuggeranong,Oxley,Other,2019,Q4,7
Tuggeranong,Oxley,Other,2020,Q1,19
Tuggeranong,Oxley,Other,2020,Q2,10
Tuggeranong,Oxley,Other,2020,Q3,6
Tuggeranong,Oxley,Other,2020,Q4,1
Tuggeranong,Oxley,Other,2021,Q1,9
Tuggeranong,Oxley,Other,2021,Q2,6
Tuggeranong,Oxley,Other,2021,Q3,3
Tuggeranong,Oxley,Other,2021,Q4,4
Tuggeranong,Oxley,Other,2022,Q1,6
Tuggeranong,Oxley,Other,2022,Q2,0
Tuggeranong,Oxley,Other,2022,Q3,8
Tuggeranong,Oxley,Other,2022,Q4,7
Tuggeranong,Oxley,Other,2023,Q1,6
Tuggeranong,Oxley,Other,2023,Q2,6
Tuggeranong,Oxley,Other,2023,Q3,4
Tuggeranong,Oxley,Other,2023,Q4,2
Tuggeranong,Oxley,Other,2024,Q1,3
Tuggeranong,Oxley,Other,2024,Q2,6
Tuggeranong,Oxley,Other,2024,Q3,8
Tuggeranong,Oxley,Other,2024,Q4,10
Tuggeranong,Oxley,Other,2025,Q1,2
Tuggeranong,Oxley,Other,2025,Q2,13
Tuggeranong,Richardson,Other,2014,Q1,21
Tuggeranong,Richardson,Other,2014,Q2,26
Tuggeranong,Richardson,Other,2014,Q3,39
Tuggeranong,Richardson,Other,2014,Q4,18
Tuggeranong,Richardson,Other,2015,Q1,20
Tuggeranong,Richardson,Other,2015,Q2,23
Tuggeranong,Richardson,Other,2015,Q3,37
Tuggeranong,Richardson,Other,2015,Q4,36
Tuggeranong,Richardson,Other,2016,Q1,16
Tuggeranong,Richardson,Other,2016,Q2,22
Tuggeranong,Richardson,Other,2016,Q3,43
Tuggeranong,Richardson,Other,2016,Q4,15
Tuggeranong,Richardson,Other,2017,Q1,34
Tuggeranong,Richardson,Other,2017,Q2,49
Tuggeranong,Richardson,Other,2017,Q3,18
Tuggeranong,Richardson,Other,2017,Q4,17
Tuggeranong,Richardson,Other,2018,Q1,16
Tuggeranong,Richardson,Other,2018,Q2,47
Tuggeranong,Richardson,Other,2018,Q3,27
Tuggeranong,Richardson,Other,2018,Q4,22
Tuggeranong,Richardson,Other,2019,Q1,19
Tuggeranong,Richardson,Other,2019,Q2,17
Tuggeranong,Richardson,Other,2019,Q3,20
Tuggeranong,Richardson,Other,2019,Q4,37
Tuggeranong,Richardson,Other,2020,Q1,28
Tuggeranong,Richardson,Other,2020,Q2,31
Tuggeranong,Richardson,Other,2020,Q3,35
Tuggeranong,Richardson,Other,2020,Q4,35
Tuggeranong,Richardson,Other,2021,Q1,17
Tuggeranong,Richardson,Other,2021,Q2,18
Tuggeranong,Richardson,Other,2021,Q3,34
Tuggeranong,Richardson,Other,2021,Q4,19
Tuggeranong,Richardson,Other,2022,Q1,16
Tuggeranong,Richardson,Other,2022,Q2,13
Tuggeranong,Richardson,Other,2022,Q3,16
Tuggeranong,Richardson,Other,2022,Q4,13
Tuggeranong,Richardson,Other,2023,Q1,12
Tuggeranong,Richardson,Other,2023,Q2,20
Tuggeranong,Richardson,Other,2023,Q3,8
Tuggeranong,Richardson,Other,2023,Q4,14
Tuggeranong,Richardson,Other,2024,Q1,14
Tuggeranong,Richardson,Other,2024,Q2,9
Tuggeranong,Richardson,Other,2024,Q3,17
Tuggeranong,Richardson,Other,2024,Q4,24
Tuggeranong,Richardson,Other,2025,Q1,28
Tuggeranong,Richardson,Other,2025,Q2,20
Tuggeranong,Theodore,Other,2014,Q1,9
Tuggeranong,Theodore,Other,2014,Q2,14
Tuggeranong,Theodore,Other,2014,Q3,8
Tuggeranong,Theodore,Other,2014,Q4,14
Tuggeranong,Theodore,Other,2015,Q1,10
Tuggeranong,Theodore,Other,2015,Q2,11
Tuggeranong,Theodore,Other,2015,Q3,24
Tuggeranong,Theodore,Other,2015,Q4,17
Tuggeranong,Theodore,Other,2016,Q1,2
Tuggeranong,Theodore,Other,2016,Q2,13
Tuggeranong,Theodore,Other,2016,Q3,10
Tuggeranong,Theodore,Other,2016,Q4,8
Tuggeranong,Theodore,Other,2017,Q1,12
Tuggeranong,Theodore,Other,2017,Q2,17
Tuggeranong,Theodore,Other,2017,Q3,12
Tuggeranong,Theodore,Other,2017,Q4,11
Tuggeranong,Theodore,Other,2018,Q1,6
Tuggeranong,Theodore,Other,2018,Q2,14
Tuggeranong,Theodore,Other,2018,Q3,11
Tuggeranong,Theodore,Other,2018,Q4,14
Tuggeranong,Theodore,Other,2019,Q1,11
Tuggeranong,Theodore,Other,2019,Q2,21
Tuggeranong,Theodore,Other,2019,Q3,8
Tuggeranong,Theodore,Other,2019,Q4,11
Tuggeranong,Theodore,Other,2020,Q1,13
Tuggeranong,Theodore,Other,2020,Q2,10
Tuggeranong,Theodore,Other,2020,Q3,21
Tuggeranong,Theodore,Other,2020,Q4,13
Tuggeranong,Theodore,Other,2021,Q1,10
Tuggeranong,Theodore,Other,2021,Q2,12
Tuggeranong,Theodore,Other,2021,Q3,7
Tuggeranong,Theodore,Other,2021,Q4,17
Tuggeranong,Theodore,Other,2022,Q1,13
Tuggeranong,Theodore,Other,2022,Q2,25
Tuggeranong,Theodore,Other,2022,Q3,18
Tuggeranong,Theodore,Other,2022,Q4,16
Tuggeranong,Theodore,Other,2023,Q1,13
Tuggeranong,Theodore,Other,2023,Q2,11
Tuggeranong,Theodore,Other,2023,Q3,10
Tuggeranong,Theodore,Other,2023,Q4,7
Tuggeranong,Theodore,Other,2024,Q1,10
Tuggeranong,Theodore,Other,2024,Q2,9
Tuggeranong,Theodore,Other,2024,Q3,10
Tuggeranong,Theodore,Other,2024,Q4,10
Tuggeranong,Theodore,Other,2025,Q1,8
Tuggeranong,Theodore,Other,2025,Q2,13
Tuggeranong,Wanniassa,Other,2014,Q1,72
Tuggeranong,Wanniassa,Other,2014,Q2,65
Tuggeranong,Wanniassa,Other,2014,Q3,71
Tuggeranong,Wanniassa,Other,2014,Q4,60
Tuggeranong,Wanniassa,Other,2015,Q1,58
Tuggeranong,Wanniassa,Other,2015,Q2,47
Tuggeranong,Wanniassa,Other,2015,Q3,66
Tuggeranong,Wanniassa,Other,2015,Q4,56
Tuggeranong,Wanniassa,Other,2016,Q1,76
Tuggeranong,Wanniassa,Other,2016,Q2,57
Tuggeranong,Wanniassa,Other,2016,Q3,64
Tuggeranong,Wanniassa,Other,2016,Q4,84
Tuggeranong,Wanniassa,Other,2017,Q1,93
Tuggeranong,Wanniassa,Other,2017,Q2,83
Tuggeranong,Wanniassa,Other,2017,Q3,88
Tuggeranong,Wanniassa,Other,2017,Q4,45
Tuggeranong,Wanniassa,Other,2018,Q1,68
Tuggeranong,Wanniassa,Other,2018,Q2,44
Tuggeranong,Wanniassa,Other,2018,Q3,52
Tuggeranong,Wanniassa,Other,2018,Q4,53
Tuggeranong,Wanniassa,Other,2019,Q1,68
Tuggeranong,Wanniassa,Other,2019,Q2,59
Tuggeranong,Wanniassa,Other,2019,Q3,90
Tuggeranong,Wanniassa,Other,2019,Q4,59
Tuggeranong,Wanniassa,Other,2020,Q1,73
Tuggeranong,Wanniassa,Other,2020,Q2,75
Tuggeranong,Wanniassa,Other,2020,Q3,63
Tuggeranong,Wanniassa,Other,2020,Q4,67
Tuggeranong,Wanniassa,Other,2021,Q1,61
Tuggeranong,Wanniassa,Other,2021,Q2,40
Tuggeranong,Wanniassa,Other,2021,Q3,38
Tuggeranong,Wanniassa,Other,2021,Q4,42
Tuggeranong,Wanniassa,Other,2022,Q1,21
Tuggeranong,Wanniassa,Other,2022,Q2,27
Tuggeranong,Wanniassa,Other,2022,Q3,66
Tuggeranong,Wanniassa,Other,2022,Q4,39
Tuggeranong,Wanniassa,Other,2023,Q1,44
Tuggeranong,Wanniassa,Other,2023,Q2,34
Tuggeranong,Wanniassa,Other,2023,Q3,24
Tuggeranong,Wanniassa,Other,2023,Q4,42
Tuggeranong,Wanniassa,Other,2024,Q1,36
Tuggeranong,Wanniassa,Other,2024,Q2,28
Tuggeranong,Wanniassa,Other,2024,Q3,27
Tuggeranong,Wanniassa,Other,2024,Q4,24
Tuggeranong,Wanniassa,Other,2025,Q1,35
Tuggeranong,Wanniassa,Other,2025,Q2,36
Weston Creek,Chapman,Other,2014,Q1,8
Weston Creek,Chapman,Other,2014,Q2,2
Weston Creek,Chapman,Other,2014,Q3,1
Weston Creek,Chapman,Other,2014,Q4,0
Weston Creek,Chapman,Other,2015,Q1,4
Weston Creek,Chapman,Other,2015,Q2,10
Weston Creek,Chapman,Other,2015,Q3,5
Weston Creek,Chapman,Other,2015,Q4,4
Weston Creek,Chapman,Other,2016,Q1,157
Weston Creek,Chapman,Other,2016,Q2,1
Weston Creek,Chapman,Other,2016,Q3,3
Weston Creek,Chapman,Other,2016,Q4,6
Weston Creek,Chapman,Other,2017,Q1,5
Weston Creek,Chapman,Other,2017,Q2,3
Weston Creek,Chapman,Other,2017,Q3,8
Weston Creek,Chapman,Other,2017,Q4,20
Weston Creek,Chapman,Other,2018,Q1,3
Weston Creek,Chapman,Other,2018,Q2,4
Weston Creek,Chapman,Other,2018,Q3,8
Weston Creek,Chapman,Other,2018,Q4,7
Weston Creek,Chapman,Other,2019,Q1,3
Weston Creek,Chapman,Other,2019,Q2,6
Weston Creek,Chapman,Other,2019,Q3,9
Weston Creek,Chapman,Other,2019,Q4,8
Weston Creek,Chapman,Other,2020,Q1,6
Weston Creek,Chapman,Other,2020,Q2,8
Weston Creek,Chapman,Other,2020,Q3,2
Weston Creek,Chapman,Other,2020,Q4,2
Weston Creek,Chapman,Other,2021,Q1,6
Weston Creek,Chapman,Other,2021,Q2,6
Weston Creek,Chapman,Other,2021,Q3,6
Weston Creek,Chapman,Other,2021,Q4,7
Weston Creek,Chapman,Other,2022,Q1,3
Weston Creek,Chapman,Other,2022,Q2,0
Weston Creek,Chapman,Other,2022,Q3,3
Weston Creek,Chapman,Other,2022,Q4,5
Weston Creek,Chapman,Other,2023,Q1,27
Weston Creek,Chapman,Other,2023,Q2,2
Weston Creek,Chapman,Other,2023,Q3,6
Weston Creek,Chapman,Other,2023,Q4,3
Weston Creek,Chapman,Other,2024,Q1,2
Weston Creek,Chapman,Other,2024,Q2,2
Weston Creek,Chapman,Other,2024,Q3,7
Weston Creek,Chapman,Other,2024,Q4,5
Weston Creek,Chapman,Other,2025,Q1,7
Weston Creek,Chapman,Other,2025,Q2,11
Weston Creek,Duffy,Other,2014,Q1,15
Weston Creek,Duffy,Other,2014,Q2,6
Weston Creek,Duffy,Other,2014,Q3,7
Weston Creek,Duffy,Other,2014,Q4,29
Weston Creek,Duffy,Other,2015,Q1,15
Weston Creek,Duffy,Other,2015,Q2,8
Weston Creek,Duffy,Other,2015,Q3,26
Weston Creek,Duffy,Other,2015,Q4,17
Weston Creek,Duffy,Other,2016,Q1,4
Weston Creek,Duffy,Other,2016,Q2,8
Weston Creek,Duffy,Other,2016,Q3,3
Weston Creek,Duffy,Other,2016,Q4,7
Weston Creek,Duffy,Other,2017,Q1,8
Weston Creek,Duffy,Other,2017,Q2,8
Weston Creek,Duffy,Other,2017,Q3,3
Weston Creek,Duffy,Other,2017,Q4,0
Weston Creek,Duffy,Other,2018,Q1,16
Weston Creek,Duffy,Other,2018,Q2,7
Weston Creek,Duffy,Other,2018,Q3,7
Weston Creek,Duffy,Other,2018,Q4,10
Weston Creek,Duffy,Other,2019,Q1,8
Weston Creek,Duffy,Other,2019,Q2,8
Weston Creek,Duffy,Other,2019,Q3,15
Weston Creek,Duffy,Other,2019,Q4,23
Weston Creek,Duffy,Other,2020,Q1,12
Weston Creek,Duffy,Other,2020,Q2,16
Weston Creek,Duffy,Other,2020,Q3,8
Weston Creek,Duffy,Other,2020,Q4,4
Weston Creek,Duffy,Other,2021,Q1,14
Weston Creek,Duffy,Other,2021,Q2,2
Weston Creek,Duffy,Other,2021,Q3,9
Weston Creek,Duffy,Other,2021,Q4,14
Weston Creek,Duffy,Other,2022,Q1,2
Weston Creek,Duffy,Other,2022,Q2,8
Weston Creek,Duffy,Other,2022,Q3,7
Weston Creek,Duffy,Other,2022,Q4,13
Weston Creek,Duffy,Other,2023,Q1,17
Weston Creek,Duffy,Other,2023,Q2,16
Weston Creek,Duffy,Other,2023,Q3,9
Weston Creek,Duffy,Other,2023,Q4,12
Weston Creek,Duffy,Other,2024,Q1,6
Weston Creek,Duffy,Other,2024,Q2,6
Weston Creek,Duffy,Other,2024,Q3,8
Weston Creek,Duffy,Other,2024,Q4,5
Weston Creek,Duffy,Other,2025,Q1,12
Weston Creek,Duffy,Other,2025,Q2,5
Weston Creek,Fisher,Other,2014,Q1,8
Weston Creek,Fisher,Other,2014,Q2,10
Weston Creek,Fisher,Other,2014,Q3,18
Weston Creek,Fisher,Other,2014,Q4,2
Weston Creek,Fisher,Other,2015,Q1,13
Weston Creek,Fisher,Other,2015,Q2,14
Weston Creek,Fisher,Other,2015,Q3,13
Weston Creek,Fisher,Other,2015,Q4,12
Weston Creek,Fisher,Other,2016,Q1,7
Weston Creek,Fisher,Other,2016,Q2,5
Weston Creek,Fisher,Other,2016,Q3,16
Weston Creek,Fisher,Other,2016,Q4,8
Weston Creek,Fisher,Other,2017,Q1,10
Weston Creek,Fisher,Other,2017,Q2,9
Weston Creek,Fisher,Other,2017,Q3,15
Weston Creek,Fisher,Other,2017,Q4,15
Weston Creek,Fisher,Other,2018,Q1,13
Weston Creek,Fisher,Other,2018,Q2,13
Weston Creek,Fisher,Other,2018,Q3,8
Weston Creek,Fisher,Other,2018,Q4,10
Weston Creek,Fisher,Other,2019,Q1,9
Weston Creek,Fisher,Other,2019,Q2,2
Weston Creek,Fisher,Other,2019,Q3,5
Weston Creek,Fisher,Other,2019,Q4,7
Weston Creek,Fisher,Other,2020,Q1,8
